book,word,translation,image,sound1,sound2,sound3,unit,mean,example,type,mean_tr,example_tr
2342,4,confidential,maxfiy,confidential.jpg,confidential.mp3,confidential_meaning.mp3,confidential_example.mp3,28,"If something is confidential, it must be kept secret.",The information from the meeting is confidential.,adj,"Agar biror narsa maxfiy bo'lsa, u sir saqlanishi kerak.",Uchrashuvdan olingan ma'lumotlar maxfiydir.
2343,4,corporate,korporativ,corporate.jpg,corporate.mp3,corporate_meaning.mp3,corporate_example.mp3,28,"If something is corporate, it is related to a large business.",Tom enjoys working in the corporate world.,adj,"Agar biror narsa korporativ bo'lsa, u yirik biznes bilan bog'liq.",Tom korporativ dunyoda ishlashni yoqtiradi.
2344,4,enhance,"oshirmoq, yaxshilamoq",enhance.jpg,enhance.mp3,enhance_meaning.mp3,enhance_example.mp3,28,To enhance something is to make it better.,Amy’s blue shirt really enhances the color of her eyes.,v,Biror narsani yaxshilash - uni yaxshilash.,Emining ko'k ko'ylagi haqiqatan ham ko'z rangini yaxshilaydi.
2345,4,era,"era, davr",era.jpg,era.mp3,era_meaning.mp3,era_example.mp3,28,An era is a period of time that has something special about it.,"During the medieval era, knights wore protective armor.",n,Davr - bu o'ziga xos narsaga ega bo'lgan vaqt davri.,O'rta asrlarda ritsarlar himoya zirhlarini kiyib yurishgan.
2346,4,guideline,"yoʻriqnoma, koʻrsatma",guideline.jpg,guideline.mp3,guideline_meaning.mp3,guideline_example.mp3,28,A guideline is a rule about how to do something.,"Before they began the project, the teacher gave them some guidelines.",n,Yo'riqnoma - bu qanday qilib biror narsani qilish haqidagi qoida.,Loyihani boshlashdan oldin o'qituvchi ularga ba'zi ko'rsatmalar berdi.
2347,4,incorporate,qoʻshmoq,incorporate.jpg,incorporate.mp3,incorporate_meaning.mp3,incorporate_example.mp3,28,To incorporate is to add something to another thing.,I decided to incorporate a new ingredient into my cake recipe.,v,Qo'shish - boshqa narsaga biror narsa qo'shish.,Men tort retseptimga yangi ingredient qo'shishga qaror qildim.
2348,4,interact,suhbatlashmoq,interact.jpg,interact.mp3,interact_meaning.mp3,interact_example.mp3,28,To interact is to talk to or do something with another person.,The kids began to interact when the adults left the room.,v,Muloqot - bu boshqa odam bilan gaplashish yoki biror narsa qilish.,"Kattalar xonani tark etgandan so'ng, bolalar muloqot qilishni boshladilar."
2349,4,interval,tanaffus,interval.jpg,interval_1392933884419.mp3,interval_meaning.mp3,interval_example.mp3,28,An interval is the time between two things happening.,Tony rested for brief intervals while he worked in the yard.,n,Interval - bu sodir bo'layotgan ikki narsa orasidagi vaqt.,Toni hovlida ishlaganda qisqa vaqt ichida dam oldi.
2350,4,mobile,oson harakatlanadigan,mobile.jpg,mobile_1392933884419.mp3,mobile_meaning.mp3,mobile_example.mp3,28,"If something is mobile, it can be moved easily.",Mobile phones are popular because you can take them anywhere.,adj,"Agar biror narsa mobil bo'lsa, uni osongina ko'chirish mumkin.","Mobil telefonlar mashhur, chunki ularni istalgan joyga olib ketishingiz mumkin."
2351,4,modify,xiyol oʻzgartirmoq,modify.jpg,modify.mp3,modify_meaning.mp3,modify_example.mp3,28,To modify something is to change it a little bit.,I modified my outfit by adding a belt to it.,v,Biror narsani o'zgartirish - uni biroz o'zgartirish.,Men kiyimimni unga kamar qo'shib o'zgartirdim.
2352,4,parallel,parallel,parallel.jpg,parallel_1392933884419.mp3,parallel_meaning.mp3,parallel_example.mp3,28,"If two things are parallel, they are the same distance away from each other.",There are two yellow parallel lines dividing both sides of traffic.,adj,"Agar ikkita narsa parallel bo'lsa, ular bir-biridan bir xil masofada joylashgan.",Har ikki tomonni ajratuvchi ikkita sariq parallel chiziq mavjud.
2353,4,phenomenon,"voqea, hodisa",phenomenon.jpg,phenomenon.mp3,phenomenon_meaning.mp3,phenomenon_example.mp3,28,A phenomenon is something that can be seen as it is happening.,I was amazed when I saw the phenomenon of shooting stars.,n,Hodisa - bu sodir bo'layotgan paytda ko'rish mumkin bo'lgan narsa.,"Yulduzlarning uchish hodisasini ko'rib, hayratda qoldim."
2354,4,pollute,"ifloslanmoq, zaharlanmoq",pollute.jpg,pollute.mp3,pollute_meaning.mp3,pollute_example.mp3,28,"To pollute means to make air, water, or land dirty, unclean, or foul.",The careless factory polluted the river with chemicals.,v,"Iflos qilish havo, suv yoki yerni iflos, harom yoki iflos qilish demakdir.",Ehtiyotsiz zavod daryoni kimyoviy moddalar bilan ifloslantirdi.
2355,4,ridicule,masxara qilmoq,ridicule.jpg,ridicule.mp3,ridicule_meaning.mp3,ridicule_example.mp3,28,To ridicule is to make fun of something in a mean way.,The other students ridiculed Peter's foreign accent.,v,Masxara qilish - biror narsani yomon yo'l bilan masxara qilish.,Boshqa talabalar Piterning ajnabiy talaffuzini masxara qilishdi.
2356,4,solar,"quyoshga oid, quyosh...",solar.jpg,solar.mp3,solar_meaning.mp3,solar_example.mp3,28,"If something is solar, it is related to the sun.",Using solar energy is good for the environment.,adj,"Agar biror narsa quyosh bo'lsa, u quyosh bilan bog'liq.",Quyosh energiyasidan foydalanish atrof-muhit uchun foydalidir.
2357,4,territory,hudud,territory.jpg,territory.mp3,territory_meaning.mp3,territory_example.mp3,28,A territory is a piece of land that belongs to a country but isn’t a state.,Gibraltar is a territory of Great Britain.,n,"Hudud - bu davlatga tegishli bo'lgan, ammo davlat bo'lmagan er qismi.",Gibraltar - Buyuk Britaniya hududi.
2358,4,tournament,"turnir, musobaqa",tournament.jpg,tournament.mp3,tournament_meaning.mp3,tournament_example.mp3,28,"A tournament is a competition, usually with many people participating.",My dad is playing in a golf tournament tomorrow.,n,Turnir - bu odatda ko'p odamlar ishtirok etadigan musobaqa.,Dadam ertaga golf turnirida o'ynaydi.
2359,4,transportation,transport vositasi,transportation.jpg,transportation_1392933884419.mp3,transportation_meaning.mp3,transportation_example.mp3,28,Transportation is any type of vehicle that can carry people or things.,"I don’t have a car, so my normal transportation is the train.",n,Transport - bu odamlar yoki narsalarni olib yurishi mumkin bo'lgan har qanday transport vositasi.,"Mening mashinam yo'q, shuning uchun mening oddiy transportim poezddir."
2360,4,bill,toʻlov varagʻi,bill.jpg,bill_1392933884419.mp3,bill_meaning.mp3,bill_example.mp3,29,A bill is a statement of money owed for goods or a service.,I have so many bills that I do not know how to pay for them all.,n,Veksel - bu tovar yoki xizmat uchun qarzdorlik to'g'risidagi hisobot.,"Menda shunchalik ko'p hisob-kitoblar borki, ularning hammasini qanday to'lashni bilmayman."
2361,4,boundary,chegara,boundary.jpg,boundary.mp3,boundary_meaning.mp3,boundary_example.mp3,29,"A boundary is the line where one area of land stops, and another begins.",This fence shows the boundary between our yard and yours.,n,"Chegara - bu erning bir maydoni to'xtab, boshqasi boshlanadigan chiziq.",Bu panjara bizning hovlingiz bilan sizning hovlingiz orasidagi chegarani ko'rsatadi.
2362,4,chaos,tartibsizlik,chaos.jpg,chaos.mp3,chaos_meaning.mp3,chaos_example.mp3,29,Chaos is a situation that is confusing and not ordered.,His presentation was in chaos. I couldn’t understand what he meant.,n,Xaos - bu tartibsiz va tartibsiz holat.,Uning taqdimoti tartibsizlikda edi. U nimani nazarda tutganini tushunolmadim.
2363,4,consistent,barqaror,consistent.jpg,consistent_1392933884419.mp3,consistent_meaning.mp3,consistent_example.mp3,29,"If a person is consistent, they keep the same behavior or attitude.",Sara comes in every day and is our most consistent worker.,adj,"Agar inson izchil bo'lsa, ular bir xil xatti-harakat yoki munosabatni saqlab qoladilar.",Sara har kuni keladi va bizning eng doimiy ishchimiz.
2364,4,cyclone,siklon,cyclone.jpg,cyclone.mp3,cyclone_meaning.mp3,cyclone_example.mp3,29,A cyclone is a large storm with heavy rain and winds that spin in a circle.,Hundreds of homes were damaged by the cyclone.,n,Tsiklon - kuchli yomg'ir va aylana bo'ylab aylanadigan shamollar bilan kuchli bo'ron.,Tsiklon tufayli yuzlab uylar vayron bo'lgan.
2365,4,doomed,"chatoq, dabdala",doomed.jpg,doomed.mp3,doomed_meaning.mp3,doomed_example.mp3,29,"If someone or something is doomed, they are going to fail or be destroyed.","Since I spent all my money, my date with Jane is doomed.",adj/v,"Agar kimdir yoki biror narsa halokatga uchrasa, ular muvaffaqiyatsizlikka uchraydi yoki yo'q qilinadi.","Men butun pulimni sarflaganim sababli, Jeyn bilan uchrashuvim halokatga uchradi."
2366,4,heir,merosxoʻr,heir.jpg,heir.mp3,heir_meaning.mp3,heir_example.mp3,29,An heir is a person who receives money or property of someone who dies.,The princess was the heir to the king and queen's throne.,n,Merosxo'r - vafot etgan kishining pulini yoki mulkini oladigan shaxs.,Malika qirol va malika taxtining vorisi edi.
2367,4,martial,"jangovar, harbiy",martial.jpg,martial.mp3,martial_meaning.mp3,martial_example.mp3,29,"If something is martial, it is related to fighting or war.",Karate is a martial art that began many years ago in Japan.,adj,"Agar biror narsa jangovar bo'lsa, u jang yoki urush bilan bog'liq.",Karate - bu ko'p yillar oldin Yaponiyada boshlangan jang san'ati.
2368,4,organic,tabiiy,organic.jpg,organic.mp3,organic_meaning.mp3,organic_example.mp3,29,"If food is organic, it is grown without adding chemicals to it.","The organic carrots are more expensive, but they’re better for you.",adj,"Agar oziq-ovqat organik bo'lsa, u kimyoviy moddalar qo'shmasdan o'stiriladi.","Organik sabzi qimmatroq, lekin ular siz uchun yaxshiroqdir."
2369,4,poultry,goʻshti uchun boqiladigan parranda,poultry.jpg,poultry.mp3,poultry_meaning.mp3,poultry_example.mp3,29,"Poultry is a bird, such as a chicken, that is used for meat and eggs.",He raises poultry and sells their meat for extra money.,n,Parranda go'sht va tuxum uchun ishlatiladigan tovuq kabi qushdir.,"Parranda boqib, go‘shtini qo‘shimcha pul evaziga sotadi."
2370,4,scramble,qoʻli bilan sanchib oʻtmoq,scramble.jpg,scramble.mp3,scramble_meaning.mp3,scramble_example.mp3,29,To scramble is to move somewhere quickly and desperately.,The hikers scrambled down the side of the hill.,v,Scramble - tez va umidsiz bir joyga ko'chib o'tishdir.,Sayohatchilar tog‘ning yonbag‘ridan pastga tushishdi.
2371,4,sergeant,serjant,sergeant.jpg,sergeant.mp3,sergeant_meaning.mp3,sergeant_example.mp3,29,A sergeant is a soldier or police officer of middle rank.,He was promoted to sergeant after a year in the army.,n,Serjant - o'rta darajadagi askar yoki politsiyachi.,"Harbiy xizmatda bir yil o‘tib, serjant unvonini oldi."
2372,4,sheer,mutlaqo,sheer.jpg,sheer.mp3,sheer_meaning.mp3,sheer_example.mp3,29,"If you describe something as sheer, it is complete and very strong.",I was impressed by her sheer dedication to jogging.,adj,"Agar biror narsani shaffof deb ta'riflasangiz, u to'liq va juda kuchli.",Uning yugurishga bo'lgan sadoqati meni hayratda qoldirdi.
2373,4,stance,munosabat,stance.jpg,stance.mp3,stance_meaning.mp3,stance_example.mp3,29,A stance is an attitude about an issue that someone states clearly.,My stance is that using oil and gas is bad for the environment.,n,Pozitsiya - bu kimdir aniq bayon qilgan masalaga munosabat.,"Mening pozitsiyam shundaki, neft va gazdan foydalanish atrof-muhit uchun zararli."
2374,4,telegraph,telegraf,telegraph.jpg,telegraph.mp3,telegraph_meaning.mp3,telegraph_example.mp3,29,A telegraph is a method of sending electric messages on wires.,"In the 1900s, the telegraph was the fastest way to send a message.",n,Telegraf - bu simlar orqali elektr xabarlarini yuborish usuli.,1900-yillarda telegraf xabar yuborishning eng tezkor usuli edi.
2375,4,textile,"gazlama, mato",textile.jpg,textile.mp3,textile_meaning.mp3,textile_example.mp3,29,Textile is cloth that has been woven or knitted.,The blue textile was going to be used to make blouses.,n,To'qimachilik - bu to'qilgan yoki trikotaj qilingan mato.,Moviy to'qimachilik bluzkalar qilish uchun ishlatilishi kerak edi.
2376,4,tornado,quyun,tornado.jpg,tornado.mp3,tornado_meaning.mp3,tornado_example.mp3,29,A tornado is a tube-shaped formation of air that spins very quickly.,"During a tornado, the safest place to be is underground.",n,Tornado - bu juda tez aylanadigan havoning quvur shaklidagi shakllanishi.,Tornado paytida eng xavfsiz joy er osti hisoblanadi.
2377,4,typhoon,toʻfon,typhoon.jpg,typhoon.mp3,typhoon_meaning.mp3,typhoon_example.mp3,29,A typhoon is a large tropical storm that moves in circles.,Thousands of people lost electricity after a typhoon hit Australia.,n,Tayfun - aylana bo'ylab harakatlanadigan yirik tropik bo'ron.,Avstraliyada yuz bergan to‘fondan keyin minglab odamlar elektr energiyasidan mahrum bo‘ldi.
2378,4,wail,dod solmoq,wail.jpg,wail.mp3,wail_meaning.mp3,wail_example.mp3,29,To wail is to show sadness by crying loudly.,The baby wailed because it was hungry.,v,Yig'lamoq - baland ovozda yig'lash orqali qayg'u ko'rsatish.,Chaqaloq och qolganidan yig‘lab yubordi.
2379,4,wardrobe,garderob,wardrobe.jpg,wardrobe.mp3,wardrobe_meaning.mp3,wardrobe_example.mp3,29,A wardrobe is the collection of all of a person’s clothing.,She bought some new clothes to expand her wardrobe.,n,Shkaf - bu insonning barcha kiyimlari to'plami.,U garderobini kengaytirish uchun yangi kiyim sotib oldi.
2380,4,although,"-ga qarasamdan, -sa ham",although.jpg,although.mp3,although_meaning.mp3,although_example.mp3,30,You use although to say that one thing is contrasted by another.,"Although she was late, her friends gave her a warm welcome.",conj,Siz bir narsani boshqasiga qarama-qarshi qo'yishni aytish uchun ham ishlatasiz.,"U kechikkan bo‘lsa-da, dugonalari uni iliq kutib olishdi."
2381,4,apply,surtmoq,apply.jpg,apply.mp3,apply_meaning.mp3,apply_example.mp3,30,To apply something means to put it on.,She always applies makeup to her face before going outside.,v,"Biror narsani qo'llash, uni qo'llashni anglatadi.",U har doim ko'chaga chiqishdan oldin yuziga bo'yanish surtadi.
2382,4,await,kutmoq,await.jpg,await.mp3,await_meaning.mp3,await_example.mp3,30,To await something means to wait for it.,The players awaited the judge’s decision.,v,Biror narsani kutish uni kutishni anglatadi.,Futbolchilar hakamning qarorini kutishdi.
2383,4,beloved,"sevimli, suyukli",beloved.jpg,beloved.mp3,beloved_meaning.mp3,beloved_example.mp3,30,"When something is beloved, it is very special and you like it very much.",The boy took a nap next to his beloved cat.,adj,"Agar biror narsa sevimli bo'lsa, u juda o'ziga xos va sizga juda yoqadi.",Bola sevimli mushukining yonida uxlab qoldi.
2384,4,bury,"koʻmmoq, dafn qilmoq",bury.jpg,bury.mp3,bury_meaning.mp3,bury_example.mp3,30,To bury someone or something means to put them in the ground.,They buried their grandfather under his favorite tree after he died.,v,"Birovni yoki biror narsani dafn etish, uni erga qo'yish demakdir.",Ular bobosi vafotidan keyin uning sevimli daraxti tagiga dafn etishdi.
2385,4,climate,iqlim,climate.jpg,climate.mp3,climate_meaning.mp3,climate_example.mp3,30,Climate is the usual weather in a place.,The climate in the desert is very hot.,n,Iqlim - bu biron bir joyda odatiy ob-havo.,Cho'lda iqlim juda issiq.
2386,4,complain,shikoyat qilmoq,complain.jpg,complain.mp3,complain_meaning.mp3,complain_example.mp3,30,"When you complain, you say that you are unhappy about something.",The workers complained that they were being treated unfairly.,v,"Shikoyat qilganingizda, biror narsadan norozi ekanligingizni aytasiz.",Ishchilar o‘zlariga nisbatan adolatsizlik qilinayotganidan shikoyat qilishdi.
2387,4,confuse,"chalgʻitmoq, adashtirmoq",confuse.jpg,confuse.mp3,confuse_meaning.mp3,confuse_example.mp3,30,To confuse someone means to make them feel like they are unsure.,The sign confused the traveler because it pointed in two directions.,v,"Biror kishini chalkashtirib yuborish, uni ishonchsizligini his qilish demakdir.",Belgi ikki tomonga ishora qilgani uchun sayohatchini chalkashtirib yubordi.
2388,4,due,kutilayotgan,due.jpg,due.mp3,due_meaning.mp3,due_example.mp3,30,"When something is due, it is expected to happen or be done at that time.",The papers were due on the 19th.,adj,"Biror narsa kerak bo'lganda, u o'sha vaqtda sodir bo'lishi yoki bajarilishi kutiladi.",Hujjatlarni topshirish 19-kuni kerak edi.
2389,4,entire,"butun, butun boshli",entire.jpg,entire.mp3,entire_meaning.mp3,entire_example.mp3,30,"When you talk about an entire thing, you are talking about the whole thing.",He was so hungry that he ate the entire pizza by himself.,adj,"Biror narsa haqida gapirganda, siz butun narsa haqida gapirasiz.","U shunchalik och ediki, butun pitsani o'zi yedi."
2390,4,establish,"asos solmoq, tashkil qilmoq",establish.jpg,establish.mp3,establish_meaning.mp3,establish_example.mp3,30,To establish something means to create it.,He wanted to establish a club for people to help the Earth.,v,"Biror narsani o'rnatish, uni yaratish demakdir.",U Yerga yordam berish uchun odamlar uchun klub tashkil qilmoqchi edi.
2391,4,furnace,"pech, gorn",furnace.jpg,furnace.mp3,furnace_meaning.mp3,furnace_example.mp3,30,A furnace is a place where heat is made.,Mr. Jones came to fix the furnace.,n,Pech - bu issiqlik olinadigan joy.,Janob Jons pechni tuzatish uchun keldi.
2392,4,leash,"jilov, it arqoni",leash.jpg,leash.mp3,leash_meaning.mp3,leash_example.mp3,30,A leash is a rope or chain that is used to lead an animal.,A lot of dogs must wear a leash to keep them from running away.,n,Tasma - hayvonni yetaklash uchun ishlatiladigan arqon yoki zanjir.,Ko'pgina itlar qochib ketmasligi uchun tasma kiyishlari kerak.
2393,4,mature,"yetilmoq, katta boʻlmoq",mature.jpg,mature.mp3,mature_meaning.mp3,mature_example.mp3,30,To mature means to grow up to become an adult.,"When they matured, they became as tall as their parents.",v,"Voyaga yetmoq, voyaga yetib, voyaga yetmoq demakdir.","Ular kamolotga yetganlarida, ota-onalari kabi baland bo'yli bo'lishdi."
2394,4,measure,oʻlchamoq,measure.jpg,measure.mp3,measure_meaning.mp3,measure_example.mp3,30,"To measure something means to find out the quality, value, or effect of it.",The scientists carefully measured the amount of chemicals in the tubes.,v,"Biror narsani o'lchash - uning sifatini, qiymatini yoki ta'sirini aniqlash demakdir.",Olimlar quvurlardagi kimyoviy moddalar miqdorini diqqat bilan o‘lchab ko‘rdilar.
2395,4,midst,oʻrtasi,midst.jpg,midst.mp3,midst_meaning.mp3,midst_example.mp3,30,The midst of something is the middle of it.,She was in the midst of cleaning when the telephone rang.,n,Biror narsaning o'rtasi uning o'rtasidir.,Telefon jiringlaganida u tozalash ishlarini olib borayotgan edi.
2396,4,misery,baxtsizlik,misery.jpg,misery.mp3,misery_meaning.mp3,misery_example.mp3,30,Misery is extreme suffering.,There was a lot of misery after Sam lost his dog.,n,Baxtsizlik - bu haddan tashqari azob.,Sem itini yo'qotganidan keyin juda ko'p baxtsizlik bor edi.
2397,4,prior,"oldin, avvalroq",prior.jpg,prior.mp3,prior_meaning.mp3,prior_example.mp3,30,"When something happened prior to something else, it happened earlier.",Ron had to wait since he arrived prior to the scheduled meeting time.,adj,"Agar biror narsa boshqa narsadan oldin sodir bo'lsa, u oldinroq sodir bo'lgan.",Ron rejalashtirilgan uchrashuv vaqtidan oldin kelgani uchun kutishga majbur bo'ldi.
2398,4,research,"tadqiqot, izlanish",research.jpg,research.mp3,research_meaning.mp3,research_example.mp3,30,Research is close and careful study to discover new things.,Scientists did a lot of research on the subject of blood type.,n,Tadqiqot yangi narsalarni kashf qilish uchun yaqin va ehtiyotkorlik bilan o'rganishdir.,Olimlar qon guruhi mavzusida juda ko'p tadqiqotlar o'tkazdilar.
2399,4,variety,xilma-xillik,variety.jpg,variety.mp3,variety_meaning.mp3,variety_example.mp3,30,A variety of something is a group of many different kinds of it.,There are a variety of flowers at the shop.,n,Biror narsaning xilma-xilligi - uning turli xil turlaridan iborat guruh.,Do'konda turli xil gullar mavjud.
2400,5,allot,bermoq,allot.jpg,allot.mp3,allot_meaning.mp3,allot_example.mp3,1,To allot something means to give it to someone.,The coach allotted each team five minutes to prepare a strategy.,v,"Biror narsani ajratish, uni birovga berishni anglatadi.",Murabbiy har bir jamoaga strategiya tayyorlash uchun besh daqiqa vaqt ajratdi.
2401,5,appall,qoʻrqitmoq,appall.jpg,appall.mp3,appall_meaning.mp3,appall_example.mp3,1,"To appall means to horrify, shock, or disgust someone.",The boy was appalled when he saw the accident.,v,"Dahshatga solish kimnidir dahshatga solish, hayratga solish yoki jirkanish demakdir.","Bola baxtsiz hodisani ko‘rib, dahshatga tushdi."
2402,5,cache,maxfiy joy,cache.jpg,cache.mp3,cache_meaning.mp3,cache_example.mp3,1,A cache is a hiding place for valuable things.,The pirates kept their jewelry in a cache hidden in a cave.,n,Kesh - bu qimmatbaho narsalarni yashirish joyi.,Qaroqchilar o'zlarining taqinchoqlarini g'orda yashiringan keshda saqlashgan.
2403,5,convenience,qulaylik,convenience.jpg,convenience.mp3,convenience_meaning.mp3,convenience_example.mp3,1,Convenience is a state of being able to do something with little effort.,The internet allows consumers to shop at their own convenience.,n,Qulaylik - bu oz kuch sarflagan holda biror narsani qilishga qodirlik holati.,Internet iste'molchilarga o'zlariga qulay tarzda xarid qilish imkonini beradi.
2404,5,dearth,tanqislik,dearth.jpg,dearth.mp3,dearth_meaning.mp3,dearth_example.mp3,1,A dearth is an amount or supply which is not large enough.,There is a dearth of money in my bank account. I can’t afford a new car.,n,Kamchilik - bu etarlicha katta bo'lmagan miqdor yoki ta'minot.,Bankdagi hisobimda pul yetishmayapti. Men yangi mashina sotib ololmayman.
2405,5,deliberate,"rejalashtirilgan, rejali",deliberate5.jpg,deliberate5.mp3,deliberate5_meaning.mp3,deliberate5_example.mp3,1,"If a thing you do is deliberate, you intend to do it.",She made a deliberate effort to save money each month.,adj,"Agar biror narsa qasddan qilingan bo'lsa, siz buni qilmoqchisiz.",U har oy pulni tejashga harakat qildi.
2406,5,dire,"qoʻrqinchli, daxshatli",dire.jpg,dire.mp3,dire_meaning.mp3,dire_example.mp3,1,"When something is dire, it is terrible and very serious.",The tornado created a dire situation for the small town.,adj,"Agar biror narsa dahshatli bo'lsa, bu dahshatli va juda jiddiy.",Tornado kichik shaharcha uchun dahshatli vaziyat yaratdi.
2407,5,elapse,"oʻtmoq, oʻtib ketmoq",elapse.jpg,elapse.mp3,elapse_meaning.mp3,elapse_example.mp3,1,"To elapse means to pass, as in seconds, minutes, or hours.",A few seconds must elapse before you can take another picture.,v,"O'tish degani soniyalar, daqiqalar yoki soatlar kabi o'tishni anglatadi.",Boshqa suratga olishdan oldin bir necha soniya oʻtishi kerak.
2408,5,empathy,hamdardlik,empathy.jpg,empathy.mp3,empathy_meaning.mp3,empathy_example.mp3,1,Empathy is sharing or understanding another person’s feelings.,The caring nurse had empathy for her patients.,n,Empatiya - bu boshqa odamning his-tuyg'ularini baham ko'rish yoki tushunish.,G'amxo'r hamshira o'z bemorlariga hamdard edi.
2409,5,fanciful,"gʻalati, antiqa",fanciful.jpg,fanciful.mp3,fanciful_meaning.mp3,fanciful_example.mp3,1,"When something is fanciful, it is unusual or unrealistic.",The girl had fanciful ideas about doing well in school without studying.,adj,"Agar biror narsa xayoliy bo'lsa, u g'ayrioddiy yoki haqiqiy emas.",Qizda o'qimay maktabda yaxshi o'qish haqida hayoliy g'oyalar bor edi.
2410,5,gripe,tinmay nolimoq,gripe.jpg,gripe.mp3,gripe_meaning.mp3,gripe_example.mp3,1,To gripe means to complain constantly.,Lawrence always gripes when he has to do chores.,v,"Shikoyat qilish, doimiy shikoyat qilish demakdir.",Lourens har doim uy ishlarini bajarishi kerak bo'lganda qiynaladi.
2411,5,grueling,sermashaqqat,grueling.jpg,grueling.mp3,grueling_meaning.mp3,grueling_example.mp3,1,"When something is grueling, it is very hard to do.",The climber faced the grueling task of reaching the top of the steep mountain.,adj,"Agar biror narsa mashaqqatli bo'lsa, buni qilish juda qiyin.",Alpinist tik tog'ning cho'qqisiga chiqishdek mashaqqatli vazifani oldi.
2412,5,mundane,"zerikarli, maroqsiz",mundane.jpg,mundane.mp3,mundane_meaning.mp3,mundane_example.mp3,1,"When something is mundane, it is boring, common, or ordinary.",The man had the mundane chore of raking thousands of leaves into piles.,adj,"Agar biror narsa oddiy bo'lsa, u zerikarli, odatiy yoki oddiy.",Bu odam minglab barglarni qoziqqa yig'ish bilan shug'ullangan.
2413,5,opt,tanlamoq,opt.jpg,opt.mp3,opt_meaning.mp3,opt_example.mp3,1,"To opt is to make a choice, especially when deciding in favor of something.","My brother likes chocolate ice cream, but I always opt for vanilla.",v,"Tanlash - bu tanlov qilish, ayniqsa biror narsa foydasiga qaror qilganda.","Akam shokoladli muzqaymoqni yaxshi ko'radi, lekin men har doim vanilni tanlayman."
2414,5,outrage,dargʻazablik,outrage.jpg,outrage.mp3,outrage_meaning.mp3,outrage_example.mp3,1,Outrage is a very strong emotion of anger or shock.,Tommy was feeling outrage when his parents said he couldn't go to the dance.,n,G'azab - bu juda kuchli g'azab yoki zarba hissi.,"Ota-onasi uning raqsga bora olmasligini aytganida, Tommi g'azablangan edi."
2415,5,paltry,arzimagan,paltry.jpg,paltry.mp3,paltry_meaning.mp3,paltry_example.mp3,1,"When an amount of something is paltry, it is very small.",The poor man had a paltry sum of money.,adj,"Agar biror narsa arzimas bo'lsa, u juda oz bo'ladi.",Bechoraning arzimagan puli bor edi.
2416,5,rectify,xatoni toʻgʻirlamoq,rectify.jpg,rectify.mp3,rectify_meaning.mp3,rectify_example.mp3,1,To rectify something means to correct it.,I quickly rectified the spelling mistakes that I had on my essay.,v,"Biror narsani tuzatish, uni tuzatish degani.",Inshodagi imlo xatolarimni tezda tuzatdim.
2417,5,resourceful,ijodkor,resourceful.jpg,resourceful.mp3,resourceful_meaning.mp3,resourceful_example.mp3,1,"When someone is resourceful, they are good at dealing with hard situations.","After his boat sunk, Matt was resourceful enough to build a raft.",adj,"Agar kimdir topqir bo'lsa, u qiyin vaziyatlarni engishga qodir.","Qayiq cho'kib ketganidan so'ng, Mett sal yasash uchun etarlicha zukko edi."
2418,5,sustenance,"oziq, yemish",sustenance.jpg,sustenance.mp3,sustenance_meaning.mp3,sustenance_example.mp3,1,"Sustenance is food and water needed to keep a person, animal, or plant alive.","Without the proper sustenance, the man will starve.",n,"Rizq - bu odam, hayvon yoki o'simlikning hayotini saqlab qolish uchun zarur bo'lgan oziq-ovqat va suvdir.","To'g'ri rizq bo'lmasa, odam och qoladi."
2419,5,tedious,zerikarli,tedious.jpg,tedious.mp3,tedious_meaning.mp3,tedious_example.mp3,1,"When something is tedious, it is long, frustrating, and boring.","His job involved a lot of tedious typing, filing, and organizing.",adj,"Agar biror narsa zerikarli bo'lsa, u uzoq, umidsizlik va zerikarli bo'ladi.","Uning ishi juda ko'p zerikarli matn terish, hujjatlarni topshirish va tartibga solishni o'z ichiga olgan."
2420,5,abbey,abbatlik,abbey.jpg,abbey.mp3,abbey_meaning.mp3,abbey_example.mp3,2,An abbey is a house or group of houses where monks or nuns live.,"When the monk returned to the abbey, he went immediately to his bedroom.",n,Abbey - rohiblar yoki rohibalar yashaydigan uy yoki uylar guruhi.,"Rohib abbatlikka qaytib kelgach, u darhol yotoqxonasiga ketdi."
2421,5,abundant,"moʻl, serob",abundant.jpg,abundant.mp3,abundant_meaning.mp3,abundant_example.mp3,2,"If something is abundant, then it is available in large quantities.","Cakes, cookies, and candy were so abundant that the child was very happy.",adj,"Agar biror narsa ko'p bo'lsa, unda u ko'p miqdorda mavjud.","Keklar, pechene va konfetlar shunchalik ko'p ediki, bola juda xursand edi."
2422,5,adjoin,"yonma-yon boʻlmoq, qoʻshni boʻlmoq",adjoin.jpg,adjoin.mp3,adjoin_meaning.mp3,adjoin_example.mp3,2,To adjoin something means to be next to or attached to something else.,She can listen to her brother’s conversations because her room adjoins his.,v,"Biror narsaga qo'shilish, boshqa narsaning yonida yoki unga bog'liq bo'lishni anglatadi.","U akasining suhbatlarini tinglashi mumkin, chunki uning xonasi unikiga tutashgan."
2423,5,ample,"yetarli, koʻp",ample.jpg,ample.mp3,ample_meaning.mp3,ample_example.mp3,2,"If something is ample, then it is enough or more than enough.",There was an ample supply of oats to feed the horses.,adj,"Agar biror narsa etarli bo'lsa, u etarli yoki ko'proq.",Otlarni boqish uchun jo‘xori yetarli edi.
