book,word,translation,image,sound1,sound2,sound3,image_text,unit
1987,4,ferry,parom,ferry.jpg,ferry.mp3,ferry_meaning.mp3,ferry_example.mp3,"© ferry [féri] 0.

Aferry is a boat that carries passengers over short distances.
— The ferry took the people across the lake.

 
",10
1988,4,handy,foydali,handy.jpg,handy.mp3,handy_meaning.mp3,handy_example.mp3,"© Nanay [heendil adj.
If something is handy, it is useful.
— An eraser is handy if you make a lot of mistakes.

 
",10
1989,4,isolate,"ayirmoq, izolyatsiya qilmoq",isolate.jpg,isolate.mp3,isolate_meaning.mp3,isolate_example.mp3,"© HOtate laisaleit; v,
Ta isolate is to separate one person or thing from a group.
— The teacher isolated the bad child from the class before talking with her.

 
",10
1990,4,longing,kuchli xohish,longing.jpg,longing.mp3,longing_meaning.mp3,longing_example.mp3,"© longing [5(:)nin} a.
A longing is a strong feeling of wanting.
— Since he skipped breakfast, he had a tonging for food all morning.

 
",10
1991,4,numerous,"koʻplab, juda koʻp",numerous.jpg,numerous_1392933884419.mp3,numerous_meaning.mp3,numerous_example.mp3,"© RUMETOUS [nju:maras] adj.
If something is numerous, there are many of those things.
— It was hard to drive fast since there were numerous holes in the road.

 
",10
1992,4,particle,zarra,particle.jpg,particle.mp3,particle_meaning.mp3,particle_example.mp3,"© particle [pavtik] 1».
Aparticte is a very small piece of something.
— The bottles of wine were covered in a layer of dust particles.

 
",10
1993,4,plea,"iltijo, oʻtinch",plea.jpg,plea.mp3,plea_meaning.mp3,plea_example.mp3,"© plea [pid ».
Aplea is a request that is urgent or emotional.
~ The poor, hungry man made a plea for food.

 
",10
1994,4,refrain,oʻzini tiymoq,refrain.jpg,refrain.mp3,refrain_meaning.mp3,refrain_example.mp3,"© retrain [rifréin} v.
To refrain from something is to avoid doing it.
~ The doctor asked Mary to refrain from eating fast food as part of her diet.

 
",10
1995,4,review,tekshiruv,review.jpg,review_1392933884419.mp3,review_meaning.mp3,review_example.mp3,"FEVIEW Irivjus) on.
A review of something is a formal inspection of it by people in authority.
-+ The government ordered a careful review of the economic situation.

  

ie. ee ae
",10
1996,4,sophisticated,"ilgʻor fikrli, koʻpni koʻrgan",sophisticated.jpg,sophisticated.mp3,sophisticated_meaning.mp3,sophisticated_example.mp3,"SUPHISUILGLEU [Selistekeia) od}.

If someone is sophisticated, they know many things about the world.
+ Jake is one of the most sophisticated persons I’ve ever met.

  
",10
1997,4,surrender,"topshirmoq, bermoq",surrender.jpg,surrender.mp3,surrender_meaning.mp3,surrender_example.mp3,"SUPIRIMer (serenaar) v.

Jo surrender something is to give it up.
-+ The thief surrendered the money to the police when he was caught.

 

oe

 
",10
1998,4,upright,"tik, tikka",upright.jpg,upright.mp3,upright_meaning.mp3,upright_example.mp3,"Up 2 eres) Geb
If something is upright, it is standing up straight.
— Meerkats can’t walk like humans, but they can stand upright.

  

a masthuddtia
",10
1999,4,worthwhile,"foydali, arzirli",worthwhile.jpg,worthwhile.mp3,worthwhile_meaning.mp3,worthwhile_example.mp3,"If something is worthwhile, it is important or useful.
— On his visit to Canada, he realized studying English was worthwhile.

CO NE er ee ee

 

reeee
",10
2000,4,alliance,ittifoq,alliance.jpg,alliance.mp3,alliance_meaning.mp3,alliance_example.mp3," 

a alliance [elaians} n.
An alliance is a group of people who work together.
— The junior executives formed an alliance with each other.

  
",11
2001,4,applause,"olqish, qarsak",applause.jpg,applause.mp3,applause_meaning.mp3,applause_example.mp3,"applause [epidzl x.
Applause is the noise made when people clap hands to show approval.
~~ At the end of his speech, everyone gave applause.

 
",11
2002,4,armed,qurollangan,armed.jpg,armed_1392933884419.mp3,armed_meaning.mp3,armed_example.mp3,"© armed fama] adj.

IFyou are armed, you are carrying a weapon.
~: The robber was armed with a gun.

 
",11
2003,4,authoritative,"ishonarli, ishonchli",authoritative.jpg,authoritative.mp3,authoritative_meaning.mp3,authoritative_example.mp3,"authoritative [sos:rtaitiv) cdf.

If something is authoritative, it uses the best information available.
~ This book is an authoritative source on Ancient Egypt’s Queen Nefertiti,
",11
2004,4,ceremony,"tantana, marosim",ceremony.jpg,ceremony_1392933884419.mp3,ceremony_meaning.mp3,ceremony_example.mp3,"ceremony [séremouni] n.

A ceremony is an event that happens on special occasions.
~» Tom and Amy’s marriage ceremony is in June.

 
",11
2005,4,culture,madaniyat,culture.jpg,culture_1392933884419.mp3,culture_meaning.mp3,culture_example.mp3," 

culture [kaitforl a.

Culture is the music, art, and writings of a certain place or group of people,
~~ Ancient Mexican culture is renowned for its architecture.
",11
2006,4,defense,"mudofaa, himoya",defense.jpg,defense_1392933884419.mp3,defense_meaning.mp3,defense_example.mp3,"defense [difens| a.
A defense is something that is done to protect another thing.
— The air force works in defense of its country.

 
",11
2007,4,detail,tafsilot,detail.jpg,detail_1392933884419.mp3,detail_meaning.mp3,detail_example.mp3,"detail {di:teil) ».
A detail is a small piece of information.
— fane told Ben all the details of her trip to China,

 
",11
2008,4,diverse,har xil turli xil,diverse.jpg,diverse.mp3,diverse_meaning.mp3,diverse_example.mp3,"diverse [divas] adj.

When a group of things is diverse, it is made up of a wide variety of things.
~ Big cities have diverse populations with peopte of different races and ages.

 
",11
2009,4,enchant,"maftun qilmoq, shaydo qilmoq",enchant.jpg,enchant.mp3,enchant_meaning.mp3,enchant_example.mp3,"j © encnant [intent] v.

To enchant someone is to make them feel very interested or happy.
i ~~ The beautiful woman enchanted everybody in the room.
",11
2010,4,equip,taʼminlamoq,equip.jpg,equip.mp3,equip_meaning.mp3,equip_example.mp3,"4 © equip [kwip) v.
To equip someone is to give them the things needed to do something.
— Steve was equipped with the tools needed to do the job.

 
",11
2011,4,exception,istisno,exception.jpg,exception_1392933884419.mp3,exception_meaning.mp3,exception_example.mp3,"exception [iksepnl nv.
An exception is someone or something not conforming to a rule.
— Most students thought the test was hard, but Tim was the exception.

 
",11
2012,4,genre,janr,genre.jpg,genre.mp3,genre_meaning.mp3,genre_example.mp3,"genre [gainrs] a.
Agenre is a type of literature, art, or music characterized by its style.
— She is considered a master in the comedy genre.
",11
2013,4,impact,taʼsir,impact.jpg,impact_1392933884419.mp3,impact_meaning.mp3,impact_example.mp3,"impact [impackt] n.
An impact is the effect someone or something has on another.
— My grandmother had a great impact on my life.

 
",11
2014,4,lure,qiziqtirmoq,lure.jpg,lure.mp3,lure_meaning.mp3,lure_example.mp3,"e lure fuer) v.
To lure someone is to convince them to do something, by using a trick.
~ The store lures people in with big signs that say “Sale!”

 
",11
2015,4,obstacle,"toʻsiq, gʻov",obstacle.jpg,obstacle.mp3,obstacle_meaning.mp3,obstacle_example.mp3,"obstacle [abstokal] n.
An obstacle is an object or a problem that stops you from doing something.
— Climbing over the giant rock was the biggest obstacle for the hikers.

 
",11
2016,4,shelter,pana joy,shelter.jpg,shelter_1392933884419.mp3,shelter_meaning.mp3,shelter_example.mp3,"© snelter [felte:) n.
Ashelter is a place to go that is safe from danger or bad weather.
— The frog took shelter from the storm in a nearby cave.

 
",11
2017,4,sort,saralamoq,sort4.jpg,sort4.mp3,sort4_meaning.mp3,sort4_example.mp3," 

SOIC [sort] v.
To sort means to separate things into different groups or classes.
~ He sorted his clothes by colors and sizes.
",11
2018,4,supply,taʼminlamoq,supply.jpg,supply_1392933884419.mp3,supply_meaning.mp3,supply_example.mp3,"supply [sepiail v.
To supply something means to give people what they need or want.
— The water heater supplied the house with warm water.

 
",11
2019,4,vain,"kekkaygan, shuhratparast",vain.jpg,vain.mp3,vain_meaning.mp3,vain_example.mp3,"© Vain [vein] adj.
If people are vain, they are only concerned with how they look.
— Rebecca is so vain that she looks at herself in every mirror.

 
",11
2020,4,alternative,muqobil,alternative.jpg,alternative_1392933884419.mp3,alternative_meaning.mp3,alternative_example.mp3,"eee Te Rees eet

An alternative is something that you can choose instead of your first choice,
— Her first plan to make extra money seemed weak, so she chose an alternative.

pee

 
",12
2021,4,avenue,shox koʻcha,avenue.jpg,avenue.mp3,avenue_meaning.mp3,avenue_example.mp3,"i i ae ee eee ey
i An avenue is a road, often a large one with buildings on each side.
| ~ Drive down this avenue and then turn left to go to the park.

esne ane
Ihalhes tact .
",12
2022,4,belly,qorin,belly.jpg,belly.mp3,belly_meaning.mp3,belly_example.mp3,"ae ee one

; The belly is the stomach of a person or animal.
— His belly was full because he ate a lot of food.

 

i
: am bak ct «.
",12
2023,4,bid,say harakat,bid.jpg,bid_1392933884419.mp3,bid_meaning.mp3,bid_example.mp3,"— = re
Abid to do something is an attempt to do it.
— He made a bid to become the university’s next president.

  

Pan 4 pon ee
",12
2024,4,blow,esmoq,blow.jpg,blow_1392933884419.mp3,blow_meaning.mp3,blow_example.mp3," 

ae” ae
To blow means to move air or move something through the air, as in the wind,
— The wind is blowing very hard today. We should stay inside.

pen Chik ti. 6 ee
",12
2025,4,conflict,"nizo, mojaro",conflict.jpg,conflict_1392933884419.mp3,conflict_meaning.mp3,conflict_example.mp3," 

ee eee
A conflict is a fight between different people or groups.
— The two nations had a conflict over which one could use the water in the rive

hn netic ek Os: hae

 
",12
2026,4,continent,materik,continent.jpg,continent_1392933884419.mp3,continent_meaning.mp3,continent_example.mp3,"—

 

Pn a ea ete eee

A continent is one of the seven large areas of land on the Earth.
— Asia is the largest continent.

td

ecient

 

rurrant [cé.

 
",12
2027,4,current,oqim,current.jpg,current_1392933884419.mp3,current_meaning.mp3,current_example.mp3,"eeaaveooes

ee ee ea

A current is a steady and constant flow of air or water in a river or ocean.
— The ocean currents took the ship far off into the sea,

a a Be

 
",12
2028,4,disrespect,hurmatsizlik,disrespect.jpg,disrespect.mp3,disrespect_meaning.mp3,disrespect_example.mp3," 

ne aot a tk ae

Disrespect is rudeness or a behavior that shows a lack of respect.
— He showed disrespect by arguing with his boss during a meeting.

putitiictmaenms

 
",12
2029,4,enthusiasm,ishtiyoq,enthusiasm.jpg,enthusiasm_1392933884419.mp3,enthusiasm_meaning.mp3,enthusiasm_example.mp3,"ag

 

ee ae ee re EO

Enthusiasm is a very strong good feeling about something,
— The crowd showed their enthusiasm for the soccer team by cheering loudly,

 
",12
2030,4,harsh,yoqimsiz,harsh.jpg,harsh.mp3,harsh_meaning.mp3,harsh_example.mp3,"© harsh thax adj.
When something is harsh, it is very unpleasant.
— The desert can be a very harsh environment.

 
",12
2031,4,lean,"suyanmoq, turanmoq",lean.jpg,lean_1392933884419.mp3,lean_meaning.mp3,lean_example.mp3,"lean [isn] v.
To lean is to bend the body in a particular direction.
— The woman leaned against the counter because she was tired.

eee
",12
2032,4,meantime,shu orada,meantime.jpg,meantime.mp3,meantime_meaning.mp3,meantime_example.mp3,"e meantime [mi:ntaim] n.
The meantime is the time between two events.
— Ted began setting the table. in the meantime, | began preparing the food.

 
",12
2033,4,mischief,"shoʻxlik, toʻpalon",mischief.jpg,mischief.mp3,mischief_meaning.mp3,mischief_example.mp3,"mischief [mistifl n.
Mischief is behavior that is meant to trick or cause trouble for people.
~ Ben was up to mischief when he persuaded Ken to paint his face.

 
",12
2034,4,muscle,muskul,muscle.jpg,muscle_1392933884419.mp3,muscle_meaning.mp3,muscle_example.mp3,"muscle [misoll n.
Muscle is a mass of tissue attached to bone that helps you move.
— She went to the gym in order to make her muscles stronger.

 
",12
2035,4,rescue,qutqarmoq,rescue.jpg,rescue_1392933884419.mp3,rescue_meaning.mp3,rescue_example.mp3,"rescue [réeskju:] v.
To rescue someone means to remove them from danger.
— The firefighter rescued the man from the burning building.

 
",12
2036,4,succession,ketma-ketlik,succession.jpg,succession.mp3,succession_meaning.mp3,succession_example.mp3,"SUCCESSION [sakséjan] an.
A succession is a number of things that fallow one after the other.
~ The student said the letters of the alphabet in succession.

 
",12
2037,4,terrain,relyef,terrain.jpg,terrain.mp3,terrain_meaning.mp3,terrain_example.mp3,"terrain [taréin} n.
The terrain is the land and all of its physical features or parts.
— The terrain below was rocky and full of hills.
",12
2038,4,timid,qoʻrqon,timid.jpg,timid.mp3,timid_meaning.mp3,timid_example.mp3,"TIMING [timic] adj.
If someone is timid, they are afraid, shy, or nervous.
— The timid child hides behind her mother whenever she sees a stranger.

 
",12
2039,4,violence,zoʻravonlik,violence.jpg,violence_1392933884419.mp3,violence_meaning.mp3,violence_example.mp3,"VIGLENCE lvaislens] n.
Violence is forceful action that is meant to injure or kill people.
— The boy hit his brother in an act of violence.

 
",12
2040,4,affect,taʼsir qilmoq,affect.jpg,affect_1392933884419.mp3,affect_meaning.mp3,affect_example.mp3,"affect [otek] v.
To affect someone or something is to have an influence over them.
— The student’s poor attitude affected the other students in the class.

 
",13
2041,4,autograph,imzo,autograph.jpg,autograph.mp3,autograph_meaning.mp3,autograph_example.mp3,"autograph [d:tagraafl n.
An autograph is the written name of a famous person.
— Everybody wanted the movie star’s autograph.

 
",13
2042,4,bead,tomchi,bead.jpg,bead.mp3,bead_meaning.mp3,bead_example.mp3,"bead [bi:d} n.

A bead is a drop of liquid.
~ Beads of water collected outside the glass.

 
",13
2043,4,brew,choy/kofe damlamoq,brew.jpg,brew.mp3,brew_meaning.mp3,brew_example.mp3,"brew [bru:l ».

To brew coffee or tea means to pour hat water over it.
—» Please brew a fresh pot of coffee.

   
",13
2044,4,charm,maftun qilmoq,charm.jpg,charm.mp3,charm_meaning.mp3,charm_example.mp3,"ih charm [yom v.
| \ To charm someone is to please them with your personality.
hh ~ Gail charmed everyone with her humorous stories.

 
",13
2045,4,destiny,"taqdir, qismat",destiny.jpg,destiny.mp3,destiny_meaning.mp3,destiny_example.mp3," 

destiny {destenil n.

A destiny is all the things that happen or will happen to a person in their life,
— itwas his destiny to become a great singer.
",13
2046,4,horn,signal,horn.jpg,horn_1392933884419.mp3,horn_meaning.mp3,horn_example.mp3,"horn thornl n.

: sS@ Ahorn is a device that makes a loud noise.
; ~~ The boy honked his horn while he rode his bicycle past the house.

  
",13
2047,4,irritable,"jizzaki, jahli tez",irritable.jpg,irritable.mp3,irritable_meaning.mp3,irritable_example.mp3,"© irritable {irstaba!) adj,

| > . When someone is irritable, they become annoyed or angry very easily.
4 ~ She is irritable when she doesn’t get enough sleep.

  
",13
2048,4,lag,orqada qolmoq,lag.jpg,lag.mp3,lag_meaning.mp3,lag_example.mp3,"lag lleg) v.
To lag behind is to move slowly behind other moving objects.
~ The girl on rollerblades lagged behind the little girl on the bicycte.

 
",13
2049,4,maximize,maksimallashtirmoq,maximize.jpg,maximize.mp3,maximize_meaning.mp3,maximize_example.mp3,"eer eee.

 

maximize [maksomaiz] y,
To maximize something means to make it the biggest in size or amount.
— Businesses try to maximize their profits.
",13
2050,4,nightmare,"yomon tush, bosinqirash",nightmare.jpg,nightmare.mp3,nightmare_meaning.mp3,nightmare_example.mp3,"© nightmare [naitrte:] v.
Anightmare is a bad or scary dream.
~ The girl was scared to go back to sleep because she had a nightmare.

 
",13
2051,4,nutritious,oziq boʻladigan,nutritious.jpg,nutritious.mp3,nutritious_meaning.mp3,nutritious_example.mp3,"© nutritious [njuteyes! adj,
When something is nutritious, it helps the body stay healthy.
— Mangoes are one of the most nutritious fruits in the world.

 
",13
2052,4,protein,oqsil,protein.jpg,protein.mp3,protein_meaning.mp3,protein_example.mp3,"protein [prouti:n) on.
Protein is a substance that is necessary for the body to grow and be strong.
— Fish and beef are good sources of pretein.

 
",13
2053,4,signature,imzo,signature.jpg,signature_1392933884419.mp3,signature_meaning.mp3,signature_example.mp3,"signature [signoyerl rn.
A signature is your name that you have written in your own way.
~~ { put my signature at the end of the letter.

tenes
",13
2054,4,stuff,"narsa, buyum",stuff.jpg,stuff_1392933884419.mp3,stuff_meaning.mp3,stuff_example.mp3,"stuff [staf ».
Stuff is a word used to refer to things without mentioning the things by name.
~+ We gave a lot of stuff to the charity.

cranes
|
",13
2055,4,subconscious,beixtiyor,subconscious.jpg,subconscious.mp3,subconscious_meaning.mp3,subconscious_example.mp3,"SUDCONSCIOUS [sabkénfes] adj.
When something is subconscious, it is done without thinking about it.
— Breathing is one of the subconscious things that the body does.

 
",13
2056,4,van,furgon,van.jpg,van_1392933884419.mp3,van_meaning.mp3,van_example.mp3,"© Van [veer] o.
Avan is a vehicle that is used for carrying things but is smaller than a truck.
— The delivery company uses large vans to deliver packages.

 
",13
2057,4,warn,ogohlantirmoq,warn.jpg,warn_1392933884419.mp3,warn_meaning.mp3,warn_example.mp3,"~ warn [worn] v.
Yo warn someone is to make them know of possible danger in the future.
— The lifeguard warned people to stay away from the rough ocean.

 
",13
2058,4,workout,jismoniy mashq,workout.jpg,workout.mp3,workout_meaning.mp3,workout_example.mp3,"WOrKOUT [wa:rkaut] n.

Aworkout is an exercise routine that helps improve health.

— She doesn’t do her workout on the weekends,
steer
",13
2059,4,zoom,tez harakatlanmoq,zoom.jpg,zoom.mp3,zoom_meaning.mp3,zoom_example.mp3,"Eevee!

c

Zoom fzu:ml] v.
To zoom is to move quickly.
— The cars zoomed along the road.
",13
2060,4,brick,gʻisht,brick.jpg,brick_1392933884419.mp3,brick_meaning.mp3,brick_example.mp3," 

|

 

brick {brik} »,

A brick is a block of hard clay that is used for building things, such as walls.
— There were several bricks scattered on the ground.
",14
2061,4,crumble,"maydalamoq, parchalamoq",crumble.jpg,crumble.mp3,crumble_meaning.mp3,crumble_example.mp3,"crumble [krambil v.

To crumble means to break or fall apart into small pieces.
— The old house’s wails crumbled into a pile of rock and wood.

 
",14
2062,4,dough,xamir,dough.jpg,dough.mp3,dough_meaning.mp3,dough_example.mp3,"~ dough tdoul ».
Dough is a mixture of flour and water that becomes bread when baked,
— | made heart-shaped cookies from the dough.

  
",14
2063,4,express,izhor qilmoq,express.jpg,express_1392933884419.mp3,express_meaning.mp3,express_example.mp3,"EXPFess liksprésl v,

To express a feeling or idea means to show others how one thinks or feels.
~ The nurse expressed her sympathy for the sick patient.

 
",14
2064,4,fist,musht,fist.jpg,fist.mp3,fist_meaning.mp3,fist_example.mp3," 

fist [fist] n.

Afist is a hand with fingers bent in toward the palm.
— The bully made a fist and threatened to hit the small boy.
",14
2065,4,flexible,egiluvchan,flexible.jpg,flexible.mp3,flexible_meaning.mp3,flexible_example.mp3," 

 

«ascetic

flexible tieksebell aaj.

If something is flexible, then it can bend easily without breaking.
— The tree branch was so flexible it could be bent into a circle and not break.
",14
2066,4,flush,qizarmoq,flush.jpg,flush.mp3,flush_meaning.mp3,flush_example.mp3,"St ttt

 

flush that v.

To flush means the face becomes red due to heat, illness, or emotion.
+ After the long race, the runner’s face was flushed.
",14
2067,4,injure,jarohatlamoq,injure.jpg,injure_1392933884419.mp3,injure_meaning.mp3,injure_example.mp3," 

injure [indgerl v.

To injure someone means to damage a part of their body.
~+ The car crash injured two people.
",14
2068,4,lump,guvala,lump.jpg,lump_1392933884419.mp3,lump_meaning.mp3,lump_example.mp3,"lump [lamp] 1.
A lump is a small piece of something that is solid.
~ The artist took a lump of clay and turned it into a beautiful pot.

 
",14
2069,4,mixture,"aralashma, qotishma",mixture.jpg,mixture_1392933884419.mp3,mixture_meaning.mp3,mixture_example.mp3,"© mixture [mikste-] o.
A mixture is something that is made by mixing other things together.
~» The walls were built using a mixture of water, rock, and dirt.

 
",14
2070,4,reconcile,yarashmoq,reconcile.jpg,reconcile.mp3,reconcile_meaning.mp3,reconcile_example.mp3,"reconcile [rekensaill
To reconcile means to return to a friendly relationship.
— After arguing, the two friends were reconciled with each other.
",14
2071,4,ruin,"buzmoq, rasvo qilmoq",ruin.jpg,ruin_1392933884419.mp3,ruin_meaning.mp3,ruin_example.mp3,"© ruin train) v.
To ruin Something means to harm or damage it greatly.
~ Our walk in the park was ruined by the sudden rain.

 
",14
2072,4,shatter,chilparchin qilmoq,shatter.jpg,shatter.mp3,shatter_meaning.mp3,shatter_example.mp3,"e shatter fete v.
To shatter something means to break it suddenly into many tiny pieces.
— When the ball hit the window, the glass shattered.

 
",14
2073,4,shutter,deraza eshigi,shutter.jpg,shutter.mp3,shutter_meaning.mp3,shutter_example.mp3,"shutter (tez1 n.
Shutters are wooden or metal covers in front of a window.
~~ Mr. Smith closed the shutters every night to make his bedroom dark.

 
",14
2074,4,sift,elamoq,sift.jpg,sift.mp3,sift_meaning.mp3,sift_example.mp3,"sift [sit] v.
To sift something means to remove all the large pieces.
— The baker sifted the flour into a large bowl.

 
",14
2075,4,slight,"kichik, arzimas",slight.jpg,slight_1392933884419.mp3,slight_meaning.mp3,slight_example.mp3,"slight [slait] aej.
If something is slight, then it is small or minor.
— There was only a slight change in the little boy’s height.
",14
2076,4,sparkle,porlamoq,sparkle.jpg,sparkle.mp3,sparkle_meaning.mp3,sparkle_example.mp3,"sparkle [spa:kal] v.
To sparkle means to shine brightly with quick flashes of light.
~~ The stars sparkled in the winter night’s sky.

 
",14
2077,4,sprinkle,maydalab sepmoq,sprinkle.jpg,sprinkle.mp3,sprinkle_meaning.mp3,sprinkle_example.mp3,"sprinkle [sprinkoll v.
To sprinkle means to scatter something all over something else.
~ He sprinkled the pasta with salt and black pepper.

rene
",14
2078,4,stale,aynigan,stale.jpg,stale.mp3,stale_meaning.mp3,stale_example.mp3,"stale [steil] og.
IF food is stale, then it is not fresh but dry, hard, and not good to eat.

— The cookies sat on the table so long that they became state.
teens
",14
2079,4,utter,"aytmoq, demoq",utter.jpg,utter.mp3,utter_meaning.mp3,utter_example.mp3,"© utter [aterl v.
To utter a word or a sound means to say it.
— The lost boy was so scared that he could barely utter a single word.

 
",14
2080,4,altogether,"toʻliq, tamomila",altogether.jpg,altogether_1392933884419.mp3,altogether_meaning.mp3,altogether_example.mp3,"e altogether (s:tegéde) adv.
If something happens altogether, it happens completely.
— The company stopped using sugar altogether in its food.

 
",15
2081,4,bind,"birlashtirmoq, bogʻlamoq",bind.jpg,bind.mp3,bind_meaning.mp3,bind_example.mp3,"bind [banal v.
To bind is to bring people together.
-» The victims of the flood were bound by their need to help each other.

 
",15
2082,4,bruise,koʻkargan joy,bruise.jpg,bruise.mp3,bruise_meaning.mp3,bruise_example.mp3,"bruise [bru:z] n.

A bruise is a dark mark caused by being hit by something.
— She got a bruise on her knee from falling down.

|

  
",15
2083,4,custom,urf-odat,custom.jpg,custom_1392933884419.mp3,custom_meaning.mp3,custom_example.mp3,"custom [kastem] x.

Accustom is a way of doing things that has been the same for a long time.
— itis a custom that the bride and groom have the first dance.

 
",15
2084,4,disobedient,"boʻysunmas, qaysar",disobedient.jpg,disobedient.mp3,disobedient_meaning.mp3,disobedient_example.mp3," 

disobedient (disabi:dient] aaj.
When someone is disobedient, they do not follow the rules or instructions.
~ The disobedient children didn’t listen to their mother and had an accident.
",15
2085,4,foresee,oldindan bilmoq,foresee.jpg,foresee.mp3,foresee_meaning.mp3,foresee_example.mp3,"© foresee ffoxsil v.

To foresee something is to know about it before it happens.
— The teacher didn’t foresee any problems with her large class.

 
",15
2086,4,glimpse,"koʻzi tushmoq, koʻrib qolmoq",glimpse.jpg,glimpse.mp3,glimpse_meaning.mp3,glimpse_example.mp3," 

 

glimpse [gimps] v.
To glimpse something is to see it for a short time.
— She glimpsed outside the window as the plane was about to land.
",15
2087,4,hoop,halqa,hoop.jpg,hoop.mp3,hoop_meaning.mp3,hoop_example.mp3," 

hoop [husp} a.
A hoop is a ring that is made of plastic, metal, or wood.
— The boys tried to toss the ball through the basketball hoop.

  
",15
2088,4,misfortune,"baxtsizlik, omadsizlik",misfortune.jpg,misfortune.mp3,misfortune_meaning.mp3,misfortune_example.mp3,"misfortune [mist:renl n.
Misfortune is bad luck or an unlucky event.
~ His family helped him when he encountered misfortune.

 
",15
2089,4,negative,salbiy,negative.jpg,negative_1392933884419.mp3,negative_meaning.mp3,negative_example.mp3,"© negative [négetiv] ag.
When something is negative, itis unpleasant or sad.
— She doesn’t like to say negative things about her friends.

 
",15
2090,4,per,har bir,per.jpg,per_1392933884419.mp3,per_meaning.mp3,per_example.mp3,"per [ped prep.
Per is used to mean “each” when giving a price, size, or amount.
— It costs $8 per person to watch the baseball game.

 
",15
2091,4,plead,iltimos qilmoq,plead.jpg,plead.mp3,plead_meaning.mp3,plead_example.mp3,"plead [pii:a} v.
To plead is to ask for something you want very badly.
~ He pleaded for his parents to let him go to the soccer game.

 
",15
2092,4,rip,yirmoq,rip.jpg,rip.mp3,rip_meaning.mp3,rip_example.mp3,"Tip [rip] v.
To rip something means to pull it apart.
— She ripped the paper in half by accident.

 
",15
2093,4,sake,...uchun ...deb,sake.jpg,sake.mp3,sake_meaning.mp3,sake_example.mp3,"Sake [seik] n.
The sake of something is the reason for doing it.
~— The parents worked hard for their children’s sake.

 
",15
2094,4,scrape,"qirmoq, qirtishlamoq",scrape.jpg,scrape.mp3,scrape_meaning.mp3,scrape_example.mp3,"SCrape Iskreip] v.
To scrape something is to rub it very hard with something sharp.
— laccidentally scraped the paint off the side of the car.

 
",15
2095,4,source,manba,source.jpg,source_1392933884419.mp3,source_meaning.mp3,source_example.mp3,"SOUICE |sors} n.
A source of something is the place that it comes from.
— The river was the source of drinking water for the village.

 
",15
2096,4,stern,"oʻta jiddiy, qattiqqoʻl",stern.jpg,stern.mp3,stern_meaning.mp3,stern_example.mp3,"SLETEE [stern] aay
When somebody is stern, they are very serious.
— The stern teacher didn't allow the students to speak during class.

 

ee
",15
2097,4,stitch,qoʻshib tikmoq,stitch.jpg,stitch.mp3,stitch_meaning.mp3,stitch_example.mp3,"— My grandmother stitched the pieces together to make a big blanket.

 

SUILGEE suit v 4
To stitch is to use a needle and thread to join pieces of cloth together. | |

het ea ¥
",15
2098,4,thump,gursillash,thump.jpg,thump.mp3,thump_meaning.mp3,thump_example.mp3,"CEEUARED DS ISATTIDI ff.
Athump is the sound of a heavy object falling.
— They heard the thump when the bowling ball hit the floor.

  

iE Rane
",15
2099,4,vehement,"shiddatli, shiddatga toʻlgan",vehement.jpg,vehement.mp3,vehement_meaning.mp3,vehement_example.mp3,"Saas HN eee. BS
When somebody is vehement, they are angry and emotional.
~+ Gina was vehement when she found out that Liz was bad in school.

stneee
",15
2100,4,civilization,svilizatsiya,civilization.jpg,civilization.mp3,civilization_meaning.mp3,civilization_example.mp3,"civilization (sivalizeijon! n.
A civilization is an organized group of humans that have culture and governmer:
— Most early civilizations in Central America didn’t use metal weapons.

 
",16
2101,4,convenient,qulay,convenient.jpg,convenient_1392933884419.mp3,convenient_meaning.mp3,convenient_example.mp3,"  
 

 

© convenient [kenvinjent) adj.
When something is convenient, it is easy to do and does not take a lot of wok,
~» The bus is a convenient way to get to school.

|

mA
",16
2102,4,den,uya,den.jpg,den.mp3,den_meaning.mp3,den_example.mp3,"den {dent n.

Adenis a living space for some types of animals, such as lions.
— The mother lion left her babies in the den.

 
",16
2103,4,dew,shabnam,dew.jpg,dew.mp3,dew_meaning.mp3,dew_example.mp3,"dew (aul on.
Dew is the drops of water that form on the ground outside during the night
— When we woke up, we saw that the grass was covered in dew.

 
",16
2104,4,drastic,qatʼiy,drastic.jpg,drastic.mp3,drastic_meaning.mp3,drastic_example.mp3," 

drastic [drestix) adj.
When something is drastic, itis extreme or major.
~ She made a drastic decision to get her long hair cut short.
",16
2105,4,exit,"chiqmoq, chiqib ketmoq",exit.jpg,exit_1392933884419.mp3,exit_meaning.mp3,exit_example.mp3,"© exit legzit) v.
To exit means to leave.
—+ The students exited through the front door.

 
",16
2106,4,flock,poda,flock.jpg,flock.mp3,flock_meaning.mp3,flock_example.mp3,"flock [fak) «.

A flock is a group of animals, such as birds, sheep or goats.
— There was one black sheep in the entire flock.

 
",16
2107,4,fold,"buklamoq, taxlamoq",fold.jpg,fold_1392933884419.mp3,fold_meaning.mp3,fold_example.mp3,"© fold [foutd) v.

To fold is to bend something like paper or cloth so that it takes up less space.
~— | folded the paper and put it in my pocket.

 
",16
